source_id,request_id,url,source_type,title,publisher,retrieval_date,quality_score,relevance_score
src-00281,req-0354,https://news.example/research/healthcare-technology/00281,research report,Healthcare Technology: Partnerships update for Europe,Financial press,2026-04-06,64,80
src-00282,req-0285,https://gov.example/research/logistics/00282,news,Logistics: Regulation update for Global,Trade publication,2026-01-19,88,56
src-00283,req-0031,https://gov.example/research/generative-ai/00283,government,Generative AI: Technology Adoption update for Southeast Asia,Regulatory authority,2024-07-12,97,79
src-00284,req-0209,https://company.example/research/consumer-goods/00284,government,Consumer Goods: Product Launches update for Australia,Market data provider,2026-06-03,67,80
src-00285,req-0299,https://gov.example/research/consumer-goods/00285,regulatory,Consumer Goods: Product Launches update for Middle East,Company filing,2024-11-11,62,72
src-00286,req-0445,https://company.example/research/e-commerce/00286,research report,E-commerce: Value Leakage update for Southeast Asia,Government statistics,2026-02-20,66,82
src-00287,req-0321,https://industry.example/research/generative-ai/00287,government,Generative AI: Product Launches update for Canada,Research publication,2025-05-25,75,76
src-00288,req-0468,https://regulator.example/research/e-commerce/00288,regulatory,E-commerce: Regulation update for Southeast Asia,Company newsroom,2025-01-27,83,92
src-00289,req-0430,https://news.example/research/fintech/00289,research report,FinTech: Competitor Movement update for Japan,Government statistics,2025-02-16,62,97
src-00290,req-0140,https://industry.example/research/renewable-energy/00290,regulatory,Renewable Energy: Market Growth update for Australia,Market data provider,2024-02-22,76,79
src-00291,req-0225,https://news.example/research/cybersecurity/00291,regulatory,Cybersecurity: Competitor Movement update for India,Trade publication,2024-04-21,83,65
src-00292,req-0234,https://industry.example/research/semiconductors/00292,news,Semiconductors: Product Launches update for Canada,Company newsroom,2025-06-03,77,65
src-00293,req-0265,https://gov.example/research/semiconductors/00293,company source,Semiconductors: Market Size update for Global,Industry association,2024-08-13,84,70
src-00294,req-0416,https://gov.example/research/fintech/00294,research report,FinTech: Risk & Exposure update for Europe,Company newsroom,2025-02-28,82,73
src-00295,req-0178,https://research.example/research/cloud-computing/00295,research report,Cloud Computing: Supply Chain update for United Kingdom,Market data provider,2025-03-03,96,86
src-00296,req-0361,https://industry.example/research/consumer-goods/00296,company source,Consumer Goods: Operational Efficiency update for United States,Industry association,2024-09-18,70,84
src-00297,req-0395,https://company.example/research/semiconductors/00297,regulatory,Semiconductors: Competitor Movement update for Canada,Industry association,2026-01-24,70,78
src-00298,req-0218,https://regulator.example/research/healthcare-technology/00298,industry source,Healthcare Technology: Partnerships update for Global,Regulatory authority,2026-06-05,90,59
src-00299,req-0286,https://research.example/research/e-commerce/00299,news,E-commerce: Operational Efficiency update for Europe,Industry association,2026-08-22,87,70
src-00300,req-0456,https://gov.example/research/cloud-computing/00300,government,Cloud Computing: Investment Trends update for India,Research publication,2025-01-12,63,77
src-00301,req-0122,https://company.example/research/fintech/00301,news,FinTech: Customer Behavior update for Global,Trade publication,2024-06-23,95,96
src-00302,req-0282,https://industry.example/research/cloud-computing/00302,industry source,Cloud Computing: Investment Trends update for India,Financial press,2026-01-10,86,98
src-00303,req-0069,https://company.example/research/cybersecurity/00303,company source,Cybersecurity: Investment Trends update for Japan,Investor presentation,2026-05-10,68,95
src-00304,req-0114,https://news.example/research/automotive/00304,research report,Automotive: Supply Chain update for India,Regulatory authority,2025-11-06,64,65
src-00305,req-0175,https://industry.example/research/generative-ai/00305,news,Generative AI: Operational Efficiency update for United Kingdom,Government statistics,2026-01-14,63,73
src-00306,req-0070,https://gov.example/research/semiconductors/00306,research report,Semiconductors: Pricing & Demand update for Canada,Research publication,2025-02-16,73,86
src-00307,req-0371,https://company.example/research/healthcare-technology/00307,news,Healthcare Technology: Product Launches update for United Kingdom,Market data provider,2024-05-08,76,73
src-00308,req-0175,https://gov.example/research/generative-ai/00308,news,Generative AI: Operational Efficiency update for United Kingdom,Industry association,2024-05-27,79,81
src-00309,req-0166,https://research.example/research/e-commerce/00309,company source,E-commerce: Investment Trends update for India,Research publication,2026-06-22,95,91
src-00310,req-0368,https://regulator.example/research/renewable-energy/00310,industry source,Renewable Energy: Operational Efficiency update for Europe,Industry association,2024-07-31,97,64
src-00311,req-0202,https://news.example/research/fintech/00311,industry source,FinTech: Partnerships update for Global,Company newsroom,2024-01-21,82,73
src-00312,req-0082,https://news.example/research/industrial-automation/00312,industry source,Industrial Automation: Regulation update for Canada,Investor presentation,2024-09-23,82,86
src-00313,req-0467,https://gov.example/research/automotive/00313,regulatory,Automotive: Customer Behavior update for United States,Market data provider,2025-11-11,90,88
src-00314,req-0320,https://industry.example/research/telecom/00314,company source,Telecom: Product Launches update for United Kingdom,Trade publication,2025-05-24,89,64
src-00315,req-0370,https://regulator.example/research/telecom/00315,company source,Telecom: Value Leakage update for India,Company filing,2025-03-10,81,85
src-00316,req-0215,https://company.example/research/industrial-automation/00316,company source,Industrial Automation: Pricing & Demand update for Middle East,Financial press,2025-12-04,98,93
src-00317,req-0253,https://company.example/research/fintech/00317,industry source,FinTech: Working Capital update for Southeast Asia,Market data provider,2025-05-31,77,70
src-00318,req-0432,https://regulator.example/research/fintech/00318,regulatory,FinTech: Value Leakage update for Europe,Research publication,2025-07-31,83,61
src-00319,req-0195,https://regulator.example/research/cloud-computing/00319,research report,Cloud Computing: Market Growth update for Global,Company newsroom,2026-08-05,73,68
src-00320,req-0424,https://gov.example/research/renewable-energy/00320,news,Renewable Energy: Competitor Movement update for United States,Trade publication,2026-03-31,98,86
src-00321,req-0207,https://news.example/research/semiconductors/00321,company source,Semiconductors: Working Capital update for Europe,Company filing,2026-03-23,87,58
src-00322,req-0450,https://gov.example/research/industrial-automation/00322,regulatory,Industrial Automation: Partnerships update for India,Market data provider,2024-04-27,77,57
src-00323,req-0037,https://news.example/research/e-commerce/00323,regulatory,E-commerce: Customer Behavior update for Japan,Research publication,2024-07-06,64,82
src-00324,req-0044,https://industry.example/research/logistics/00324,regulatory,Logistics: Working Capital update for India,Regulatory authority,2026-08-05,86,83
src-00325,req-0188,https://company.example/research/consumer-goods/00325,company source,Consumer Goods: Pricing & Demand update for United Kingdom,Government statistics,2024-03-03,64,75
src-00326,req-0344,https://industry.example/research/industrial-automation/00326,news,Industrial Automation: Operational Efficiency update for Southeast Asia,Regulatory authority,2026-05-18,99,69
src-00327,req-0001,https://news.example/research/industrial-automation/00327,research report,Industrial Automation: Regulation update for Southeast Asia,Financial press,2024-04-19,86,83
src-00328,req-0216,https://regulator.example/research/telecom/00328,regulatory,Telecom: Product Launches update for Global,Regulatory authority,2026-08-11,68,89
src-00329,req-0176,https://industry.example/research/generative-ai/00329,news,Generative AI: Working Capital update for Southeast Asia,Trade publication,2024-06-12,65,59
src-00330,req-0014,https://company.example/research/fintech/00330,company source,FinTech: Partnerships update for Middle East,Company filing,2025-08-18,93,61
src-00331,req-0437,https://company.example/research/automotive/00331,company source,Automotive: Regulation update for Europe,Company newsroom,2025-05-16,94,66
src-00332,req-0336,https://regulator.example/research/generative-ai/00332,company source,Generative AI: Market Growth update for Global,Investor presentation,2025-04-18,80,95
src-00333,req-0082,https://research.example/research/industrial-automation/00333,industry source,Industrial Automation: Partnerships update for Canada,Research publication,2024-01-08,72,55
src-00334,req-0112,https://research.example/research/electric-vehicles/00334,industry source,Electric Vehicles: Market Growth update for Australia,Investor presentation,2025-04-10,74,75
src-00335,req-0165,https://research.example/research/semiconductors/00335,regulatory,Semiconductors: Technology Adoption update for Australia,Research publication,2024-01-21,66,78
src-00336,req-0459,https://research.example/research/industrial-automation/00336,government,Industrial Automation: Market Growth update for United States,Investor presentation,2025-01-31,67,88
src-00337,req-0063,https://news.example/research/consumer-goods/00337,news,Consumer Goods: Market Size update for India,Financial press,2025-12-27,82,73
src-00338,req-0400,https://industry.example/research/industrial-automation/00338,news,Industrial Automation: Competitor Movement update for Australia,Company filing,2025-03-28,86,81
src-00339,req-0234,https://news.example/research/semiconductors/00339,government,Semiconductors: Customer Behavior update for Canada,Industry association,2024-12-28,95,61
src-00340,req-0053,https://gov.example/research/healthcare-technology/00340,industry source,Healthcare Technology: Technology Adoption update for India,Trade publication,2025-04-18,83,79
src-00341,req-0029,https://industry.example/research/banking/00341,regulatory,Banking: Investment Trends update for Southeast Asia,Trade publication,2026-04-15,92,85
src-00342,req-0094,https://regulator.example/research/e-commerce/00342,company source,E-commerce: Partnerships update for United Kingdom,Government statistics,2026-02-10,89,64
src-00343,req-0075,https://research.example/research/semiconductors/00343,government,Semiconductors: Partnerships update for India,Company filing,2025-04-08,83,88
src-00344,req-0278,https://news.example/research/automotive/00344,regulatory,Automotive: Market Growth update for Canada,Financial press,2024-04-06,99,55
src-00345,req-0334,https://industry.example/research/renewable-energy/00345,company source,Renewable Energy: Market Size update for Middle East,Regulatory authority,2025-07-03,75,73
src-00346,req-0222,https://regulator.example/research/generative-ai/00346,research report,Generative AI: Market Size update for Europe,Government statistics,2026-08-28,83,73
src-00347,req-0342,https://research.example/research/fintech/00347,regulatory,FinTech: Market Growth update for Japan,Trade publication,2026-01-22,92,76
src-00348,req-0235,https://company.example/research/healthcare-technology/00348,regulatory,Healthcare Technology: Technology Adoption update for Middle East,Regulatory authority,2026-05-06,95,74
src-00349,req-0177,https://company.example/research/e-commerce/00349,company source,E-commerce: Customer Behavior update for Global,Financial press,2026-05-17,64,57
src-00350,req-0414,https://industry.example/research/automotive/00350,regulatory,Automotive: Market Size update for Middle East,Financial press,2025-09-07,80,56
src-00351,req-0060,https://gov.example/research/banking/00351,company source,Banking: Technology Adoption update for United Kingdom,Market data provider,2025-11-23,93,78
src-00352,req-0146,https://research.example/research/telecom/00352,company source,Telecom: Risk & Exposure update for United States,Government statistics,2024-06-10,64,79
src-00353,req-0176,https://industry.example/research/generative-ai/00353,regulatory,Generative AI: Customer Behavior update for Southeast Asia,Company filing,2026-06-02,90,58
src-00354,req-0288,https://news.example/research/generative-ai/00354,company source,Generative AI: Investment Trends update for India,Company filing,2026-04-06,93,98
src-00355,req-0193,https://research.example/research/generative-ai/00355,industry source,Generative AI: Risk & Exposure update for Australia,Industry association,2025-08-19,99,85
src-00356,req-0384,https://gov.example/research/cybersecurity/00356,company source,Cybersecurity: Pricing & Demand update for Canada,Industry association,2026-04-09,96,77
src-00357,req-0195,https://company.example/research/cloud-computing/00357,news,Cloud Computing: Regulation update for Global,Regulatory authority,2026-02-01,70,85
src-00358,req-0441,https://news.example/research/semiconductors/00358,research report,Semiconductors: Market Growth update for India,Government statistics,2025-08-28,70,55
src-00359,req-0089,https://industry.example/research/healthcare-technology/00359,news,Healthcare Technology: Working Capital update for Global,Company newsroom,2024-12-14,62,92
src-00360,req-0308,https://regulator.example/research/generative-ai/00360,regulatory,Generative AI: Partnerships update for India,Regulatory authority,2025-09-29,69,72
src-00361,req-0046,https://news.example/research/banking/00361,industry source,Banking: Technology Adoption update for United Kingdom,Regulatory authority,2025-07-09,84,80
src-00362,req-0150,https://gov.example/research/logistics/00362,news,Logistics: Supply Chain update for Global,Research publication,2024-01-14,93,55
src-00363,req-0092,https://industry.example/research/automotive/00363,company source,Automotive: Pricing & Demand update for India,Research publication,2024-02-05,62,82
src-00364,req-0248,https://gov.example/research/logistics/00364,government,Logistics: Market Size update for Global,Industry association,2026-03-25,73,60
src-00365,req-0149,https://news.example/research/renewable-energy/00365,company source,Renewable Energy: Customer Behavior update for United Kingdom,Investor presentation,2024-08-01,78,59
src-00366,req-0061,https://gov.example/research/electric-vehicles/00366,news,Electric Vehicles: Technology Adoption update for Middle East,Research publication,2025-11-16,90,84
src-00367,req-0323,https://industry.example/research/automotive/00367,research report,Automotive: Competitor Movement update for United Kingdom,Industry association,2024-12-15,76,90
src-00368,req-0062,https://gov.example/research/healthcare-technology/00368,research report,Healthcare Technology: Value Leakage update for India,Investor presentation,2026-02-25,96,75
src-00369,req-0314,https://industry.example/research/e-commerce/00369,government,E-commerce: Investment Trends update for Global,Investor presentation,2025-09-30,62,90
src-00370,req-0442,https://company.example/research/healthcare-technology/00370,industry source,Healthcare Technology: Market Growth update for India,Government statistics,2024-07-27,73,78
src-00371,req-0077,https://news.example/research/automotive/00371,regulatory,Automotive: Operational Efficiency update for Southeast Asia,Financial press,2025-12-13,90,89
src-00372,req-0028,https://news.example/research/automotive/00372,research report,Automotive: Supply Chain update for United Kingdom,Investor presentation,2026-07-05,78,75
src-00373,req-0078,https://news.example/research/automotive/00373,industry source,Automotive: Customer Behavior update for United States,Company newsroom,2024-03-08,90,94
src-00374,req-0082,https://company.example/research/industrial-automation/00374,company source,Industrial Automation: Supply Chain update for Canada,Trade publication,2026-08-11,88,89
src-00375,req-0027,https://industry.example/research/banking/00375,company source,Banking: Regulation update for United States,Research publication,2024-03-05,94,90
src-00376,req-0475,https://news.example/research/cloud-computing/00376,news,Cloud Computing: Market Size update for Middle East,Industry association,2025-03-17,94,88
src-00377,req-0197,https://company.example/research/healthcare-technology/00377,government,Healthcare Technology: Market Size update for Europe,Company newsroom,2024-08-31,73,56
src-00378,req-0471,https://company.example/research/semiconductors/00378,research report,Semiconductors: Competitor Movement update for Europe,Company filing,2024-04-03,81,60
src-00379,req-0364,https://research.example/research/cybersecurity/00379,government,Cybersecurity: Value Leakage update for Japan,Investor presentation,2024-12-22,76,71
src-00380,req-0066,https://industry.example/research/consumer-goods/00380,regulatory,Consumer Goods: Operational Efficiency update for United States,Financial press,2025-11-03,90,57
src-00381,req-0349,https://company.example/research/electric-vehicles/00381,government,Electric Vehicles: Supply Chain update for Global,Financial press,2025-11-12,66,94
src-00382,req-0328,https://news.example/research/logistics/00382,industry source,Logistics: Pricing & Demand update for India,Company newsroom,2026-02-27,64,64
src-00383,req-0490,https://research.example/research/automotive/00383,research report,Automotive: Supply Chain update for India,Government statistics,2026-06-30,72,57
src-00384,req-0308,https://industry.example/research/generative-ai/00384,industry source,Generative AI: Market Size update for India,Regulatory authority,2025-01-30,71,94
src-00385,req-0194,https://company.example/research/cloud-computing/00385,regulatory,Cloud Computing: Market Growth update for India,Government statistics,2024-11-30,71,96
src-00386,req-0353,https://regulator.example/research/healthcare-technology/00386,news,Healthcare Technology: Supply Chain update for Southeast Asia,Regulatory authority,2026-07-10,85,69
src-00387,req-0022,https://research.example/research/fintech/00387,news,FinTech: Supply Chain update for Australia,Company filing,2026-02-03,65,81
src-00388,req-0260,https://gov.example/research/cloud-computing/00388,company source,Cloud Computing: Working Capital update for United States,Company filing,2024-05-23,82,90
src-00389,req-0086,https://news.example/research/healthcare-technology/00389,industry source,Healthcare Technology: Working Capital update for United Kingdom,Company newsroom,2025-10-18,94,78
src-00390,req-0124,https://regulator.example/research/cloud-computing/00390,industry source,Cloud Computing: Operational Efficiency update for Canada,Financial press,2025-03-17,94,89
src-00391,req-0426,https://gov.example/research/fintech/00391,regulatory,FinTech: Market Growth update for India,Company filing,2024-03-30,66,97
src-00392,req-0204,https://regulator.example/research/renewable-energy/00392,company source,Renewable Energy: Value Leakage update for Global,Trade publication,2025-11-06,81,84
src-00393,req-0044,https://company.example/research/logistics/00393,research report,Logistics: Risk & Exposure update for India,Research publication,2024-08-01,96,96
src-00394,req-0216,https://news.example/research/telecom/00394,industry source,Telecom: Market Growth update for Global,Company filing,2024-12-23,97,99
src-00395,req-0123,https://research.example/research/generative-ai/00395,company source,Generative AI: Market Size update for Japan,Research publication,2026-05-06,90,83
src-00396,req-0349,https://regulator.example/research/electric-vehicles/00396,regulatory,Electric Vehicles: Customer Behavior update for Global,Research publication,2025-02-28,93,97
src-00397,req-0039,https://regulator.example/research/semiconductors/00397,regulatory,Semiconductors: Pricing & Demand update for Europe,Company filing,2024-03-02,90,93
src-00398,req-0150,https://research.example/research/logistics/00398,regulatory,Logistics: Regulation update for Global,Company filing,2025-10-11,99,79
src-00399,req-0250,https://news.example/research/semiconductors/00399,regulatory,Semiconductors: Operational Efficiency update for Japan,Company filing,2024-11-30,86,86
src-00400,req-0387,https://regulator.example/research/telecom/00400,industry source,Telecom: Investment Trends update for Japan,Company filing,2025-10-16,99,75
src-00401,req-0029,https://regulator.example/research/banking/00401,company source,Banking: Working Capital update for Southeast Asia,Trade publication,2024-10-29,66,73
src-00402,req-0091,https://regulator.example/research/generative-ai/00402,company source,Generative AI: Investment Trends update for Japan,Regulatory authority,2025-06-29,95,57
src-00403,req-0443,https://gov.example/research/semiconductors/00403,news,Semiconductors: Value Leakage update for Canada,Financial press,2025-12-02,67,61
src-00404,req-0396,https://news.example/research/e-commerce/00404,regulatory,E-commerce: Working Capital update for Global,Investor presentation,2026-04-14,81,97
src-00405,req-0456,https://regulator.example/research/cloud-computing/00405,government,Cloud Computing: Pricing & Demand update for India,Investor presentation,2025-03-02,72,90
src-00406,req-0429,https://industry.example/research/banking/00406,government,Banking: Technology Adoption update for Japan,Government statistics,2024-05-22,88,86
src-00407,req-0038,https://regulator.example/research/renewable-energy/00407,regulatory,Renewable Energy: Customer Behavior update for Europe,Research publication,2026-07-01,93,79
src-00408,req-0081,https://regulator.example/research/generative-ai/00408,government,Generative AI: Pricing & Demand update for Global,Investor presentation,2024-12-11,89,96
src-00409,req-0351,https://industry.example/research/industrial-automation/00409,news,Industrial Automation: Customer Behavior update for United States,Investor presentation,2026-01-04,98,80
src-00410,req-0388,https://industry.example/research/e-commerce/00410,government,E-commerce: Operational Efficiency update for India,Company filing,2025-12-16,68,93
src-00411,req-0152,https://gov.example/research/consumer-goods/00411,research report,Consumer Goods: Regulation update for India,Trade publication,2024-08-08,88,74
src-00412,req-0362,https://gov.example/research/e-commerce/00412,regulatory,E-commerce: Pricing & Demand update for Global,Regulatory authority,2026-02-01,67,74
src-00413,req-0097,https://industry.example/research/banking/00413,research report,Banking: Customer Behavior update for Australia,Industry association,2024-10-07,62,68
src-00414,req-0483,https://research.example/research/automotive/00414,government,Automotive: Supply Chain update for Southeast Asia,Research publication,2026-05-25,97,94
src-00415,req-0350,https://news.example/research/banking/00415,government,Banking: Regulation update for Canada,Regulatory authority,2026-04-05,82,58
src-00416,req-0408,https://regulator.example/research/consumer-goods/00416,company source,Consumer Goods: Market Size update for Europe,Industry association,2025-03-02,66,62
src-00417,req-0298,https://news.example/research/automotive/00417,industry source,Automotive: Value Leakage update for United Kingdom,Market data provider,2026-07-23,62,93
src-00418,req-0247,https://company.example/research/cloud-computing/00418,industry source,Cloud Computing: Investment Trends update for Australia,Regulatory authority,2026-04-01,85,58
src-00419,req-0099,https://regulator.example/research/e-commerce/00419,company source,E-commerce: Operational Efficiency update for Japan,Financial press,2026-06-17,97,95
src-00420,req-0493,https://company.example/research/fintech/00420,company source,FinTech: Working Capital update for Middle East,Government statistics,2025-12-28,62,84
src-00421,req-0134,https://gov.example/research/cloud-computing/00421,research report,Cloud Computing: Operational Efficiency update for Europe,Financial press,2024-12-06,94,99
src-00422,req-0483,https://company.example/research/automotive/00422,news,Automotive: Regulation update for Southeast Asia,Regulatory authority,2026-06-23,89,55
src-00423,req-0344,https://industry.example/research/industrial-automation/00423,company source,Industrial Automation: Operational Efficiency update for Southeast Asia,Financial press,2024-09-01,78,71
src-00424,req-0034,https://industry.example/research/e-commerce/00424,company source,E-commerce: Risk & Exposure update for United Kingdom,Industry association,2024-02-23,91,70
src-00425,req-0141,https://company.example/research/consumer-goods/00425,company source,Consumer Goods: Market Growth update for Southeast Asia,Investor presentation,2024-08-07,69,70
src-00426,req-0205,https://news.example/research/consumer-goods/00426,industry source,Consumer Goods: Partnerships update for Global,Government statistics,2026-02-10,66,67
src-00427,req-0402,https://news.example/research/cloud-computing/00427,research report,Cloud Computing: Market Size update for Middle East,Company newsroom,2026-07-23,81,87
src-00428,req-0150,https://regulator.example/research/logistics/00428,research report,Logistics: Market Size update for Global,Research publication,2026-08-01,65,90
src-00429,req-0008,https://news.example/research/renewable-energy/00429,research report,Renewable Energy: Technology Adoption update for Australia,Research publication,2024-01-19,99,85
src-00430,req-0222,https://research.example/research/generative-ai/00430,regulatory,Generative AI: Partnerships update for Europe,Government statistics,2026-02-26,71,62
src-00431,req-0350,https://industry.example/research/banking/00431,government,Banking: Working Capital update for Canada,Company filing,2026-08-16,91,83
src-00432,req-0174,https://company.example/research/healthcare-technology/00432,research report,Healthcare Technology: Product Launches update for India,Regulatory authority,2024-07-13,92,90
src-00433,req-0257,https://industry.example/research/industrial-automation/00433,regulatory,Industrial Automation: Market Size update for Canada,Government statistics,2026-07-07,65,87
src-00434,req-0305,https://gov.example/research/industrial-automation/00434,company source,Industrial Automation: Regulation update for Canada,Industry association,2024-10-21,83,91
src-00435,req-0471,https://regulator.example/research/semiconductors/00435,government,Semiconductors: Regulation update for Europe,Research publication,2024-08-12,80,74
src-00436,req-0006,https://industry.example/research/generative-ai/00436,news,Generative AI: Competitor Movement update for Canada,Research publication,2024-09-29,82,86
src-00437,req-0275,https://regulator.example/research/semiconductors/00437,news,Semiconductors: Risk & Exposure update for Middle East,Government statistics,2025-02-25,87,65
src-00438,req-0227,https://news.example/research/renewable-energy/00438,government,Renewable Energy: Risk & Exposure update for United States,Government statistics,2024-01-31,73,77
src-00439,req-0455,https://gov.example/research/telecom/00439,government,Telecom: Competitor Movement update for Global,Trade publication,2024-12-15,71,65
src-00440,req-0181,https://industry.example/research/generative-ai/00440,research report,Generative AI: Supply Chain update for Europe,Trade publication,2025-09-24,89,72
src-00441,req-0147,https://regulator.example/research/cloud-computing/00441,news,Cloud Computing: Market Growth update for India,Government statistics,2024-10-27,91,62
src-00442,req-0055,https://industry.example/research/cloud-computing/00442,research report,Cloud Computing: Product Launches update for India,Company newsroom,2026-08-27,92,99
src-00443,req-0029,https://regulator.example/research/banking/00443,news,Banking: Working Capital update for Southeast Asia,Financial press,2024-01-15,79,71
src-00444,req-0192,https://company.example/research/automotive/00444,regulatory,Automotive: Regulation update for Global,Industry association,2026-06-14,82,67
src-00445,req-0341,https://industry.example/research/telecom/00445,government,Telecom: Market Size update for Japan,Company filing,2024-01-05,94,64
src-00446,req-0001,https://industry.example/research/industrial-automation/00446,company source,Industrial Automation: Product Launches update for Southeast Asia,Company newsroom,2024-11-22,79,83
src-00447,req-0065,https://industry.example/research/automotive/00447,government,Automotive: Market Growth update for Global,Research publication,2024-02-14,90,57
src-00448,req-0317,https://company.example/research/generative-ai/00448,regulatory,Generative AI: Value Leakage update for Japan,Industry association,2025-09-11,67,81
src-00449,req-0449,https://news.example/research/electric-vehicles/00449,company source,Electric Vehicles: Risk & Exposure update for Middle East,Company newsroom,2025-10-27,74,69
src-00450,req-0136,https://industry.example/research/automotive/00450,regulatory,Automotive: Market Size update for Japan,Industry association,2026-04-13,96,72
src-00451,req-0436,https://regulator.example/research/electric-vehicles/00451,research report,Electric Vehicles: Risk & Exposure update for Middle East,Trade publication,2025-01-26,86,70
src-00452,req-0181,https://gov.example/research/generative-ai/00452,industry source,Generative AI: Regulation update for Europe,Investor presentation,2024-06-15,65,88
src-00453,req-0273,https://research.example/research/logistics/00453,government,Logistics: Market Growth update for Middle East,Trade publication,2026-07-23,63,91
src-00454,req-0177,https://gov.example/research/e-commerce/00454,news,E-commerce: Partnerships update for Global,Investor presentation,2024-12-22,65,64
src-00455,req-0468,https://gov.example/research/e-commerce/00455,government,E-commerce: Risk & Exposure update for Southeast Asia,Investor presentation,2024-12-01,97,62
src-00456,req-0024,https://gov.example/research/cloud-computing/00456,government,Cloud Computing: Market Growth update for Japan,Trade publication,2025-10-29,76,76
src-00457,req-0343,https://news.example/research/cloud-computing/00457,news,Cloud Computing: Pricing & Demand update for Middle East,Financial press,2026-08-03,89,70
src-00458,req-0061,https://industry.example/research/electric-vehicles/00458,regulatory,Electric Vehicles: Competitor Movement update for Middle East,Investor presentation,2025-02-14,67,89
src-00459,req-0213,https://research.example/research/logistics/00459,government,Logistics: Partnerships update for Global,Company filing,2026-08-05,88,90
src-00460,req-0319,https://research.example/research/cloud-computing/00460,company source,Cloud Computing: Pricing & Demand update for Japan,Trade publication,2024-10-02,74,96
src-00461,req-0147,https://gov.example/research/cloud-computing/00461,news,Cloud Computing: Customer Behavior update for India,Regulatory authority,2026-06-09,85,55
src-00462,req-0295,https://regulator.example/research/logistics/00462,company source,Logistics: Investment Trends update for Europe,Trade publication,2024-04-22,83,60
src-00463,req-0442,https://news.example/research/healthcare-technology/00463,government,Healthcare Technology: Market Size update for India,Company filing,2024-02-22,63,87
src-00464,req-0441,https://research.example/research/semiconductors/00464,research report,Semiconductors: Risk & Exposure update for India,Research publication,2025-04-14,95,63
src-00465,req-0498,https://industry.example/research/fintech/00465,news,FinTech: Regulation update for Australia,Trade publication,2026-08-11,87,69
src-00466,req-0258,https://news.example/research/electric-vehicles/00466,industry source,Electric Vehicles: Working Capital update for Europe,Company filing,2024-07-16,77,69
src-00467,req-0201,https://gov.example/research/generative-ai/00467,company source,Generative AI: Investment Trends update for Australia,Government statistics,2024-11-30,75,75
src-00468,req-0165,https://research.example/research/semiconductors/00468,regulatory,Semiconductors: Supply Chain update for Australia,Financial press,2025-01-17,87,79
src-00469,req-0233,https://gov.example/research/cloud-computing/00469,company source,Cloud Computing: Partnerships update for Europe,Industry association,2025-11-18,86,88
src-00470,req-0010,https://news.example/research/industrial-automation/00470,industry source,Industrial Automation: Regulation update for Middle East,Government statistics,2024-12-22,77,81
src-00471,req-0275,https://company.example/research/semiconductors/00471,research report,Semiconductors: Product Launches update for Middle East,Industry association,2025-05-12,87,56
src-00472,req-0049,https://news.example/research/healthcare-technology/00472,news,Healthcare Technology: Operational Efficiency update for Japan,Company newsroom,2025-09-05,67,56
src-00473,req-0433,https://gov.example/research/generative-ai/00473,government,Generative AI: Partnerships update for Southeast Asia,Regulatory authority,2024-10-21,67,55
src-00474,req-0457,https://gov.example/research/consumer-goods/00474,news,Consumer Goods: Supply Chain update for Southeast Asia,Company newsroom,2026-04-05,93,81
src-00475,req-0489,https://research.example/research/e-commerce/00475,industry source,E-commerce: Investment Trends update for Global,Investor presentation,2025-12-13,93,78
src-00476,req-0275,https://regulator.example/research/semiconductors/00476,government,Semiconductors: Pricing & Demand update for Middle East,Market data provider,2024-02-01,89,87
src-00477,req-0390,https://gov.example/research/semiconductors/00477,news,Semiconductors: Market Growth update for Middle East,Market data provider,2024-12-07,79,71
src-00478,req-0345,https://industry.example/research/semiconductors/00478,industry source,Semiconductors: Value Leakage update for United States,Research publication,2026-01-23,70,75
src-00479,req-0266,https://research.example/research/logistics/00479,regulatory,Logistics: Competitor Movement update for Europe,Financial press,2025-06-07,77,75
src-00480,req-0008,https://news.example/research/renewable-energy/00480,news,Renewable Energy: Risk & Exposure update for Australia,Government statistics,2024-01-26,94,71
src-00481,req-0139,https://research.example/research/electric-vehicles/00481,industry source,Electric Vehicles: Market Size update for Global,Company newsroom,2024-05-24,88,85
src-00482,req-0377,https://regulator.example/research/e-commerce/00482,research report,E-commerce: Investment Trends update for Canada,Government statistics,2026-01-12,80,79
src-00483,req-0070,https://research.example/research/semiconductors/00483,industry source,Semiconductors: Supply Chain update for Canada,Regulatory authority,2026-04-10,88,89
src-00484,req-0416,https://research.example/research/fintech/00484,government,FinTech: Investment Trends update for Europe,Financial press,2024-03-15,64,98
src-00485,req-0346,https://industry.example/research/semiconductors/00485,government,Semiconductors: Working Capital update for Australia,Company newsroom,2026-05-31,62,77
src-00486,req-0260,https://industry.example/research/cloud-computing/00486,regulatory,Cloud Computing: Supply Chain update for United States,Company newsroom,2024-03-27,96,81
src-00487,req-0485,https://gov.example/research/automotive/00487,industry source,Automotive: Technology Adoption update for Middle East,Financial press,2024-08-15,78,72
src-00488,req-0432,https://gov.example/research/fintech/00488,regulatory,FinTech: Value Leakage update for Europe,Trade publication,2024-08-26,98,68
src-00489,req-0194,https://industry.example/research/cloud-computing/00489,company source,Cloud Computing: Partnerships update for India,Research publication,2026-06-24,78,62
